name	Chromosome	position	Allele1	Allele1val	Allele2	Allele2val	Mode	Freqal1pop1	Freqal1pop2
chr4_4861003	4	4861003	A	0	a	7	Additive	1	0
chr4_1029002	4	1029002	A	0.5	a	0	Additive	1	0
chr4_8015470	4	8015470	A	0.5	a	0	Additive	1	0
chr4_3543281	4	3543281	A	5	a	0	Additive	1	0
chr4_9364325	4	9364325	A	0.5	a	0	Additive	1	0
chr4_2458664	4	2458664	A	0	a	7	Additive	1	0
chr4_4731415	4	4731415	A	0.5	a	0	Additive	1	0
chr4_1915609	4	1915609	A	0.5	a	0	Additive	1	0
chr5_5832220	5	5832220	A	0.5	a	0	Additive	1	0
chr5_4594732	5	4594732	A	0.5	a	0	Additive	1	0
chr5_4674341	5	4674341	A	0.5	a	0	Additive	1	0
chr5_3998326	5	3998326	A	0	a	7	Additive	1	0
chr5_5052856	5	5052856	A	0.5	a	0	Additive	1	0
chr5_318882	5	318882	A	5	a	0	Additive	1	0
chr5_1144676	5	1144676	A	0.5	a	0	Additive	1	0
chr5_4689355	5	4689355	A	0.5	a	0	Additive	1	0
chr5_3969867	5	3969867	A	3	a	0	Additive	1	0
chr5_8336192	5	8336192	A	5	a	0	Additive	1	0
chr5_7611217	5	7611217	A	0	a	7	Additive	1	0
chr5_5733564	5	5733564	A	0	a	7	Additive	1	0
chr5_4475081	5	4475081	A	0.5	a	0	Additive	1	0
chr5_838020	5	838020	A	3	a	0	Additive	1	0
chr5_2191386	5	2191386	A	0.5	a	0	Additive	1	0
chr5_755703	5	755703	A	0.5	a	0	Additive	1	0
chr5_5344268	5	5344268	A	0.5	a	0	Additive	1	0
chr5_6413566	5	6413566	A	5	a	0	Additive	1	0
chr6_5257393	6	5257393	A	0	a	7	Additive	1	0
chr6_392814	6	392814	A	0.5	a	0	Additive	1	0
chr6_5458598	6	5458598	A	0.5	a	0	Additive	1	0
chr6_3727631	6	3727631	A	3	a	0	Additive	1	0
chr6_9613024	6	9613024	A	10	a	0	Additive	1	0
chr6_2573416	6	2573416	A	0.5	a	0	Additive	1	0
chr6_2079517	6	2079517	A	0	a	7	Additive	1	0
chr6_8613824	6	8613824	A	0.5	a	0	Additive	1	0
chr6_4643920	6	4643920	A	3	a	0	Additive	1	0
chr6_2228675	6	2228675	A	0.5	a	0	Additive	1	0
chr6_6235496	6	6235496	A	10	a	0	Additive	1	0
chr6_2036477	6	2036477	A	0.5	a	0	Additive	1	0
chr6_196735	6	196735	A	0.5	a	0	Additive	1	0
chr6_7979930	6	7979930	A	0.5	a	0	Additive	1	0
chr6_2743189	6	2743189	A	0.5	a	0	Additive	1	0
chr6_1666091	6	1666091	A	0	a	7	Additive	1	0
chr6_1701518	6	1701518	A	0.5	a	0	Additive	1	0
chr6_4885059	6	4885059	A	0.5	a	0	Additive	1	0
chr7_7114091	7	7114091	A	0	a	7	Additive	1	0
chr7_5919349	7	5919349	A	0.5	a	0	Additive	1	0
chr7_5171569	7	5171569	A	5	a	0	Additive	1	0
chr7_3816277	7	3816277	A	10	a	0	Additive	1	0
chr7_8347783	7	8347783	A	10	a	0	Additive	1	0
chr7_2490081	7	2490081	A	0.5	a	0	Additive	1	0
chr7_5406010	7	5406010	A	3	a	0	Additive	1	0
chr7_7438394	7	7438394	A	0.5	a	0	Additive	1	0
chr7_300119	7	300119	A	0.5	a	0	Additive	1	0
chr7_3443435	7	3443435	A	5	a	0	Additive	1	0
chr7_613226	7	613226	A	0	a	7	Additive	1	0
chr7_3689798	7	3689798	A	0.5	a	0	Additive	1	0
chr7_4075936	7	4075936	A	3	a	0	Additive	1	0
chr7_9143367	7	9143367	A	0.5	a	0	Additive	1	0
chr7_8887052	7	8887052	A	0.5	a	0	Additive	1	0
chr7_9837321	7	9837321	A	10	a	0	Additive	1	0
chr7_4771953	7	4771953	A	0.5	a	0	Additive	1	0
chr7_6935082	7	6935082	A	0.5	a	0	Additive	1	0
chr8_4257465	8	4257465	A	0.5	a	0	Additive	1	0
chr8_7841665	8	7841665	A	5	a	0	Additive	1	0
chr8_8426960	8	8426960	A	0.5	a	0	Additive	1	0
chr8_1834722	8	1834722	A	0.5	a	0	Additive	1	0
chr8_5285396	8	5285396	A	0.5	a	0	Additive	1	0
chr8_7029475	8	7029475	A	0.5	a	0	Additive	1	0
chr8_9132727	8	9132727	A	3	a	0	Additive	1	0
chr8_2591739	8	2591739	A	0.5	a	0	Additive	1	0
chr8_7926247	8	7926247	A	0.5	a	0	Additive	1	0
chr8_6144695	8	6144695	A	0	a	7	Additive	1	0
chr8_7006205	8	7006205	A	3	a	0	Additive	1	0
chr8_1079333	8	1079333	A	0.5	a	0	Additive	1	0
chr8_3338658	8	3338658	A	3	a	0	Additive	1	0
chr8_3241316	8	3241316	A	5	a	0	Additive	1	0
chr8_5654257	8	5654257	A	0.5	a	0	Additive	1	0
chr8_2031782	8	2031782	A	5	a	0	Additive	1	0
chr8_2197045	8	2197045	A	0.5	a	0	Additive	1	0
chr8_6331153	8	6331153	A	0.5	a	0	Additive	1	0
chr9_3525205	9	3525205	A	0.5	a	0	Additive	1	0
chr9_8568732	9	8568732	A	5	a	0	Additive	1	0
chr9_9507215	9	9507215	A	0	a	7	Additive	1	0
chr9_8880315	9	8880315	A	0.5	a	0	Additive	1	0
chr9_468588	9	468588	A	5	a	0	Additive	1	0
chr9_7690405	9	7690405	A	10	a	0	Additive	1	0
chr9_2302254	9	2302254	A	10	a	0	Additive	1	0
chr9_3151841	9	3151841	A	0.5	a	0	Additive	1	0
chr9_2826696	9	2826696	A	10	a	0	Additive	1	0
chr9_7131956	9	7131956	A	0.5	a	0	Additive	1	0
chr9_8621379	9	8621379	A	5	a	0	Additive	1	0
chr9_1063236	9	1063236	A	0.5	a	0	Additive	1	0
chr9_5503278	9	5503278	A	0.5	a	0	Additive	1	0
chr9_6483695	9	6483695	A	0.5	a	0	Additive	1	0
chr9_2347867	9	2347867	A	0	a	7	Additive	1	0
chr9_762973	9	762973	A	0.5	a	0	Additive	1	0
chr9_9230950	9	9230950	A	0.5	a	0	Additive	1	0
chr9_1472167	9	1472167	A	0.5	a	0	Additive	1	0
chr10_8223903	10	8223903	A	0.5	a	0	Additive	1	0
chr10_4135184	10	4135184	A	0	a	7	Additive	1	0
chr10_6125206	10	6125206	A	3	a	0	Additive	1	0
chr10_681205	10	681205	A	0.5	a	0	Additive	1	0
chr10_9041322	10	9041322	A	0.5	a	0	Additive	1	0
chr10_8795432	10	8795432	A	0.5	a	0	Additive	1	0
chr10_1971169	10	1971169	A	5	a	0	Additive	1	0
chr10_694598	10	694598	A	0.5	a	0	Additive	1	0
chr10_1573396	10	1573396	A	0.5	a	0	Additive	1	0
chr10_3334568	10	3334568	A	0.5	a	0	Additive	1	0
chr10_1800618	10	1800618	A	0.5	a	0	Additive	1	0
chr10_1464827	10	1464827	A	0.5	a	0	Additive	1	0
chr10_2905755	10	2905755	A	5	a	0	Additive	1	0
chr10_9360688	10	9360688	A	5	a	0	Additive	1	0
chr10_1024605	10	1024605	A	0.5	a	0	Additive	1	0
chr10_7233519	10	7233519	A	10	a	0	Additive	1	0
chr10_5164015	10	5164015	A	0.5	a	0	Additive	1	0
chr10_4118995	10	4118995	A	3	a	0	Additive	1	0
chr11_4132653	11	4132653	A	0	a	7	Additive	1	0
chr11_7620444	11	7620444	A	0.5	a	0	Additive	1	0
chr11_2591766	11	2591766	A	10	a	0	Additive	1	0
chr11_7631898	11	7631898	A	0.5	a	0	Additive	1	0
chr11_9824048	11	9824048	A	0.5	a	0	Additive	1	0
chr11_6701190	11	6701190	A	0.5	a	0	Additive	1	0
chr11_5899279	11	5899279	A	3	a	0	Additive	1	0
chr11_5630988	11	5630988	A	10	a	0	Additive	1	0
chr11_7617968	11	7617968	A	0.5	a	0	Additive	1	0
chr11_7452974	11	7452974	A	5	a	0	Additive	1	0
chr11_7078272	11	7078272	A	0.5	a	0	Additive	1	0
chr11_9868082	11	9868082	A	0.5	a	0	Additive	1	0
chr11_4516309	11	4516309	A	3	a	0	Additive	1	0
chr11_1182174	11	1182174	A	3	a	0	Additive	1	0
chr11_2386353	11	2386353	A	0.5	a	0	Additive	1	0
chr11_4705228	11	4705228	A	10	a	0	Additive	1	0
chr11_3523231	11	3523231	A	0.5	a	0	Additive	1	0
chr11_3385753	11	3385753	A	0.5	a	0	Additive	1	0
chr12_1273013	12	1273013	A	10	a	0	Additive	1	0
chr12_4240739	12	4240739	A	5	a	0	Additive	1	0
chr12_4733108	12	4733108	A	0	a	7	Additive	1	0
chr12_5277220	12	5277220	A	0.5	a	0	Additive	1	0
chr12_6269536	12	6269536	A	0.5	a	0	Additive	1	0
chr12_8760261	12	8760261	A	0.5	a	0	Additive	1	0
chr12_6791570	12	6791570	A	0.5	a	0	Additive	1	0
chr12_7240640	12	7240640	A	0.5	a	0	Additive	1	0
chr12_1818478	12	1818478	A	5	a	0	Additive	1	0
chr12_778556	12	778556	A	0.5	a	0	Additive	1	0
chr12_721974	12	721974	A	3	a	0	Additive	1	0
chr12_540626	12	540626	A	0.5	a	0	Additive	1	0
chr12_5172734	12	5172734	A	0.5	a	0	Additive	1	0
chr12_8140515	12	8140515	A	0.5	a	0	Additive	1	0
chr12_4490484	12	4490484	A	3	a	0	Additive	1	0
chr12_5588949	12	5588949	A	0.5	a	0	Additive	1	0
chr12_2798801	12	2798801	A	0	a	7	Additive	1	0
chr12_8900940	12	8900940	A	10	a	0	Additive	1	0
chr13_7158493	13	7158493	A	3	a	0	Additive	1	0
chr13_2230884	13	2230884	A	0.5	a	0	Additive	1	0
chr13_5358950	13	5358950	A	0.5	a	0	Additive	1	0
chr13_6625291	13	6625291	A	0	a	7	Additive	1	0
chr13_8480705	13	8480705	A	0.5	a	0	Additive	1	0
chr13_1491831	13	1491831	A	0.5	a	0	Additive	1	0
chr13_6700994	13	6700994	A	0.5	a	0	Additive	1	0
chr13_7616357	13	7616357	A	5	a	0	Additive	1	0
chr13_9986344	13	9986344	A	0	a	7	Additive	1	0
chr13_2632973	13	2632973	A	0.5	a	0	Additive	1	0
chr13_8851860	13	8851860	A	0.5	a	0	Additive	1	0
chr13_7133420	13	7133420	A	0	a	7	Additive	1	0
chr13_6706220	13	6706220	A	0.5	a	0	Additive	1	0
chr13_7456896	13	7456896	A	10	a	0	Additive	1	0
chr13_4134828	13	4134828	A	0.5	a	0	Additive	1	0
chr13_486536	13	486536	A	0	a	7	Additive	1	0
chr13_7646848	13	7646848	A	0.5	a	0	Additive	1	0
chr13_8480646	13	8480646	A	0.5	a	0	Additive	1	0
chr14_5321627	14	5321627	A	3	a	0	Additive	1	0
chr14_8703302	14	8703302	A	0.5	a	0	Additive	1	0
chr14_1237052	14	1237052	A	0.5	a	0	Additive	1	0
chr14_1002454	14	1002454	A	0.5	a	0	Additive	1	0
chr14_6869778	14	6869778	A	3	a	0	Additive	1	0
chr14_8705232	14	8705232	A	0.5	a	0	Additive	1	0
chr14_7706522	14	7706522	A	0.5	a	0	Additive	1	0
chr14_3212757	14	3212757	A	10	a	0	Additive	1	0
chr14_2294044	14	2294044	A	3	a	0	Additive	1	0
chr14_3760923	14	3760923	A	0.5	a	0	Additive	1	0
chr14_8037932	14	8037932	A	0.5	a	0	Additive	1	0
chr14_8223331	14	8223331	A	0.5	a	0	Additive	1	0
chr14_3883110	14	3883110	A	10	a	0	Additive	1	0
chr14_5307458	14	5307458	A	0.5	a	0	Additive	1	0
chr14_4558410	14	4558410	A	10	a	0	Additive	1	0
chr14_8508123	14	8508123	A	0.5	a	0	Additive	1	0
chr14_2175207	14	2175207	A	3	a	0	Additive	1	0
chr14_7709218	14	7709218	A	0.5	a	0	Additive	1	0
chr15_2756394	15	2756394	A	10	a	0	Additive	1	0
chr15_8953594	15	8953594	A	5	a	0	Additive	1	0
chr15_5236391	15	5236391	A	0	a	7	Additive	1	0
chr15_8291772	15	8291772	A	3	a	0	Additive	1	0
chr15_7354398	15	7354398	A	0.5	a	0	Additive	1	0
chr15_3151284	15	3151284	A	0	a	7	Additive	1	0
chr15_5483157	15	5483157	A	0.5	a	0	Additive	1	0
chr15_5803863	15	5803863	A	0.5	a	0	Additive	1	0
chr15_540416	15	540416	A	5	a	0	Additive	1	0
chr15_4873398	15	4873398	A	0.5	a	0	Additive	1	0
chr15_7094007	15	7094007	A	0.5	a	0	Additive	1	0
chr15_1159302	15	1159302	A	0	a	7	Additive	1	0
chr15_8957917	15	8957917	A	3	a	0	Additive	1	0
chr15_7335815	15	7335815	A	0.5	a	0	Additive	1	0
chr15_7340023	15	7340023	A	3	a	0	Additive	1	0
chr15_1801472	15	1801472	A	0.5	a	0	Additive	1	0
chr15_8751127	15	8751127	A	10	a	0	Additive	1	0
chr15_5982260	15	5982260	A	0.5	a	0	Additive	1	0
chr16_2177125	16	2177125	A	10	a	0	Additive	1	0
chr16_1439766	16	1439766	A	0.5	a	0	Additive	1	0
chr16_8168608	16	8168608	A	0.5	a	0	Additive	1	0
chr16_3579357	16	3579357	A	5	a	0	Additive	1	0
chr16_4407363	16	4407363	A	0.5	a	0	Additive	1	0
chr16_1137171	16	1137171	A	0.5	a	0	Additive	1	0
chr16_8316720	16	8316720	A	0	a	7	Additive	1	0
chr16_9235284	16	9235284	A	3	a	0	Additive	1	0
chr16_2971969	16	2971969	A	3	a	0	Additive	1	0
chr16_7367755	16	7367755	A	10	a	0	Additive	1	0
chr16_4140020	16	4140020	A	5	a	0	Additive	1	0
chr16_229227	16	229227	A	0.5	a	0	Additive	1	0
chr16_3904148	16	3904148	A	0.5	a	0	Additive	1	0
chr16_2476726	16	2476726	A	5	a	0	Additive	1	0
chr16_4668506	16	4668506	A	0.5	a	0	Additive	1	0
chr16_3227382	16	3227382	A	0.5	a	0	Additive	1	0
chr16_8781784	16	8781784	A	10	a	0	Additive	1	0
chr16_1627867	16	1627867	A	0	a	7	Additive	1	0
chr17_9953730	17	9953730	A	0.5	a	0	Additive	1	0
chr17_6898170	17	6898170	A	0	a	7	Additive	1	0
chr17_2276454	17	2276454	A	0.5	a	0	Additive	1	0
chr17_7660246	17	7660246	A	0	a	7	Additive	1	0
chr17_9909358	17	9909358	A	0.5	a	0	Additive	1	0
chr17_7477093	17	7477093	A	0.5	a	0	Additive	1	0
chr17_7294638	17	7294638	A	0.5	a	0	Additive	1	0
chr17_8301571	17	8301571	A	0	a	7	Additive	1	0
chr17_259806	17	259806	A	10	a	0	Additive	1	0
chr17_469346	17	469346	A	0.5	a	0	Additive	1	0
chr17_9956154	17	9956154	A	0	a	7	Additive	1	0
chr17_1140659	17	1140659	A	0.5	a	0	Additive	1	0
chr17_9289038	17	9289038	A	0.5	a	0	Additive	1	0
chr17_248085	17	248085	A	0.5	a	0	Additive	1	0
chr17_9715091	17	9715091	A	3	a	0	Additive	1	0
chr17_9293209	17	9293209	A	5	a	0	Additive	1	0
chr17_5554848	17	5554848	A	0.5	a	0	Additive	1	0
chr17_6452294	17	6452294	A	0	a	7	Additive	1	0
chr18_8764560	18	8764560	A	0.5	a	0	Additive	1	0
chr18_8567609	18	8567609	A	0.5	a	0	Additive	1	0
chr18_9681801	18	9681801	A	0.5	a	0	Additive	1	0
chr18_7021693	18	7021693	A	0.5	a	0	Additive	1	0
chr18_9937923	18	9937923	A	0.5	a	0	Additive	1	0
chr18_5406151	18	5406151	A	5	a	0	Additive	1	0
chr18_4487062	18	4487062	A	10	a	0	Additive	1	0
chr18_9095163	18	9095163	A	0.5	a	0	Additive	1	0
chr18_942293	18	942293	A	10	a	0	Additive	1	0
chr18_5347575	18	5347575	A	10	a	0	Additive	1	0
chr18_1618375	18	1618375	A	0.5	a	0	Additive	1	0
chr18_3478601	18	3478601	A	0.5	a	0	Additive	1	0
chr18_79927	18	79927	A	0.5	a	0	Additive	1	0
chr18_4013449	18	4013449	A	0	a	7	Additive	1	0
chr18_5883507	18	5883507	A	5	a	0	Additive	1	0
chr18_8759762	18	8759762	A	0.5	a	0	Additive	1	0
chr18_7085426	18	7085426	A	10	a	0	Additive	1	0
chr18_1935943	18	1935943	A	0.5	a	0	Additive	1	0
chr19_3817655	19	3817655	A	0.5	a	0	Additive	1	0
chr19_1930592	19	1930592	A	5	a	0	Additive	1	0
chr19_8169773	19	8169773	A	0.5	a	0	Additive	1	0
chr19_101430	19	101430	A	0.5	a	0	Additive	1	0
chr19_3636090	19	3636090	A	0.5	a	0	Additive	1	0
chr19_7286815	19	7286815	A	0.5	a	0	Additive	1	0
chr19_3989652	19	3989652	A	3	a	0	Additive	1	0
chr19_8749293	19	8749293	A	0.5	a	0	Additive	1	0
chr19_1357164	19	1357164	A	3	a	0	Additive	1	0
chr19_1151479	19	1151479	A	0.5	a	0	Additive	1	0
chr19_1967291	19	1967291	A	0	a	7	Additive	1	0
chr19_570534	19	570534	A	0.5	a	0	Additive	1	0
chr19_5874222	19	5874222	A	0.5	a	0	Additive	1	0
chr19_7431754	19	7431754	A	0.5	a	0	Additive	1	0
chr19_5831268	19	5831268	A	0	a	7	Additive	1	0
chr19_2913626	19	2913626	A	0.5	a	0	Additive	1	0
chr19_9978019	19	9978019	A	0.5	a	0	Additive	1	0
chr19_6988356	19	6988356	A	0.5	a	0	Additive	1	0
chr20_2587985	20	2587985	A	0.5	a	0	Additive	1	0
chr20_2421501	20	2421501	A	0.5	a	0	Additive	1	0
chr20_3808628	20	3808628	A	10	a	0	Additive	1	0
chr20_3303636	20	3303636	A	0.5	a	0	Additive	1	0
chr20_9642422	20	9642422	A	0.5	a	0	Additive	1	0
chr20_2491017	20	2491017	A	3	a	0	Additive	1	0
chr20_5806485	20	5806485	A	0	a	7	Additive	1	0
chr20_8312562	20	8312562	A	0.5	a	0	Additive	1	0
chr20_2040675	20	2040675	A	0.5	a	0	Additive	1	0
chr20_710286	20	710286	A	0.5	a	0	Additive	1	0
chr20_7510702	20	7510702	A	3	a	0	Additive	1	0
chr20_5729006	20	5729006	A	0.5	a	0	Additive	1	0
chr20_7419082	20	7419082	A	0.5	a	0	Additive	1	0
chr20_756226	20	756226	A	10	a	0	Additive	1	0
chr20_9233599	20	9233599	A	5	a	0	Additive	1	0
chr20_1276856	20	1276856	A	0.5	a	0	Additive	1	0
chr20_7661686	20	7661686	A	0.5	a	0	Additive	1	0
chr20_3392008	20	3392008	A	0.5	a	0	Additive	1	0
chr21_1189306	21	1189306	A	5	a	0	Additive	1	0
chr21_5572238	21	5572238	A	0.5	a	0	Additive	1	0
chr21_1373674	21	1373674	A	10	a	0	Additive	1	0
chr21_8558876	21	8558876	A	0.5	a	0	Additive	1	0
chr21_8455509	21	8455509	A	3	a	0	Additive	1	0
chr21_2840697	21	2840697	A	0.5	a	0	Additive	1	0
chr21_8100835	21	8100835	A	0.5	a	0	Additive	1	0
chr21_8992308	21	8992308	A	3	a	0	Additive	1	0
chr21_9769262	21	9769262	A	3	a	0	Additive	1	0
chr21_5902893	21	5902893	A	0.5	a	0	Additive	1	0
chr21_6511031	21	6511031	A	0.5	a	0	Additive	1	0
chr21_3787319	21	3787319	A	0	a	7	Additive	1	0
chr21_4775131	21	4775131	A	0.5	a	0	Additive	1	0
chr21_8314294	21	8314294	A	10	a	0	Additive	1	0
chr21_8105519	21	8105519	A	0.5	a	0	Additive	1	0
chr21_7084363	21	7084363	A	0.5	a	0	Additive	1	0
chr21_7280801	21	7280801	A	0	a	7	Additive	1	0
chr21_6647686	21	6647686	A	0.5	a	0	Additive	1	0
chr22_2901649	22	2901649	A	0.5	a	0	Additive	1	0
chr22_7400501	22	7400501	A	0.5	a	0	Additive	1	0
chr22_2776140	22	2776140	A	10	a	0	Additive	1	0
chr22_868666	22	868666	A	0.5	a	0	Additive	1	0
chr22_6365947	22	6365947	A	0.5	a	0	Additive	1	0
chr22_4213246	22	4213246	A	5	a	0	Additive	1	0
chr22_3614574	22	3614574	A	3	a	0	Additive	1	0
chr22_7321415	22	7321415	A	0.5	a	0	Additive	1	0
chr22_9571705	22	9571705	A	0.5	a	0	Additive	1	0
chr22_9806898	22	9806898	A	3	a	0	Additive	1	0
chr22_3680951	22	3680951	A	3	a	0	Additive	1	0
chr22_3800747	22	3800747	A	0.5	a	0	Additive	1	0
chr22_840531	22	840531	A	5	a	0	Additive	1	0
chr22_6107390	22	6107390	A	0.5	a	0	Additive	1	0
chr22_4784397	22	4784397	A	10	a	0	Additive	1	0
chr22_7553169	22	7553169	A	0	a	7	Additive	1	0
chr22_3148100	22	3148100	A	0.5	a	0	Additive	1	0
chr22_5184889	22	5184889	A	5	a	0	Additive	1	0
chr23_739680	23	739680	A	0.5	a	0	Additive	1	0
chr23_5449964	23	5449964	A	0.5	a	0	Additive	1	0
chr23_3980948	23	3980948	A	10	a	0	Additive	1	0
chr23_8402125	23	8402125	A	3	a	0	Additive	1	0
chr23_8238331	23	8238331	A	0.5	a	0	Additive	1	0
chr23_2478879	23	2478879	A	0.5	a	0	Additive	1	0
chr23_4164897	23	4164897	A	3	a	0	Additive	1	0
chr23_1007911	23	1007911	A	0.5	a	0	Additive	1	0
chr23_5236215	23	5236215	A	0	a	7	Additive	1	0
chr23_709574	23	709574	A	0.5	a	0	Additive	1	0
chr23_2122381	23	2122381	A	0.5	a	0	Additive	1	0
chr23_3769603	23	3769603	A	5	a	0	Additive	1	0
chr23_6727800	23	6727800	A	5	a	0	Additive	1	0
chr23_442224	23	442224	A	0.5	a	0	Additive	1	0
chr23_6817408	23	6817408	A	10	a	0	Additive	1	0
chr23_884255	23	884255	A	0.5	a	0	Additive	1	0
chr23_7336968	23	7336968	A	0.5	a	0	Additive	1	0
chr23_1352105	23	1352105	A	3	a	0	Additive	1	0
chr24_6169044	24	6169044	A	0	a	7	Additive	1	0
chr24_1357657	24	1357657	A	0.5	a	0	Additive	1	0
chr24_9089290	24	9089290	A	5	a	0	Additive	1	0
chr24_8879149	24	8879149	A	5	a	0	Additive	1	0
chr24_6855115	24	6855115	A	3	a	0	Additive	1	0
chr24_6296311	24	6296311	A	0.5	a	0	Additive	1	0
chr24_7508251	24	7508251	A	0.5	a	0	Additive	1	0
chr24_9177773	24	9177773	A	0.5	a	0	Additive	1	0
chr24_3600703	24	3600703	A	5	a	0	Additive	1	0
chr24_8084086	24	8084086	A	0.5	a	0	Additive	1	0
chr24_2131929	24	2131929	A	3	a	0	Additive	1	0
chr24_1398893	24	1398893	A	0	a	7	Additive	1	0
chr24_2985075	24	2985075	A	3	a	0	Additive	1	0
chr24_6899898	24	6899898	A	3	a	0	Additive	1	0
chr24_6854594	24	6854594	A	0.5	a	0	Additive	1	0
chr24_8537441	24	8537441	A	0.5	a	0	Additive	1	0
chr24_5905684	24	5905684	A	0.5	a	0	Additive	1	0
chr24_1012166	24	1012166	A	5	a	0	Additive	1	0
chr25_250369	25	250369	A	0.5	a	0	Additive	1	0
chr25_4232184	25	4232184	A	10	a	0	Additive	1	0
chr25_1446514	25	1446514	A	0.5	a	0	Additive	1	0
chr25_976457	25	976457	A	0.5	a	0	Additive	1	0
chr25_4626590	25	4626590	A	10	a	0	Additive	1	0
chr25_5564127	25	5564127	A	0.5	a	0	Additive	1	0
chr25_6179834	25	6179834	A	5	a	0	Additive	1	0
chr25_8964743	25	8964743	A	0.5	a	0	Additive	1	0
chr25_8697362	25	8697362	A	0.5	a	0	Additive	1	0
chr25_3330523	25	3330523	A	3	a	0	Additive	1	0
chr25_9589808	25	9589808	A	5	a	0	Additive	1	0
chr25_341735	25	341735	A	0	a	7	Additive	1	0
chr25_9998163	25	9998163	A	0.5	a	0	Additive	1	0
chr25_6377848	25	6377848	A	0	a	7	Additive	1	0
chr25_6622140	25	6622140	A	10	a	0	Additive	1	0
chr25_887567	25	887567	A	0.5	a	0	Additive	1	0
chr25_889520	25	889520	A	0.5	a	0	Additive	1	0
chr25_7604306	25	7604306	A	0.5	a	0	Additive	1	0
chr26_1803576	26	1803576	A	10	a	0	Additive	1	0
chr26_3405763	26	3405763	A	3	a	0	Additive	1	0
chr26_510486	26	510486	A	0	a	7	Additive	1	0
chr26_3277823	26	3277823	A	0.5	a	0	Additive	1	0
chr26_3002748	26	3002748	A	5	a	0	Additive	1	0
chr26_1489015	26	1489015	A	0.5	a	0	Additive	1	0
chr26_8872088	26	8872088	A	10	a	0	Additive	1	0
chr26_3709929	26	3709929	A	5	a	0	Additive	1	0
chr26_9960524	26	9960524	A	0.5	a	0	Additive	1	0
chr26_3886568	26	3886568	A	0.5	a	0	Additive	1	0
chr26_1337147	26	1337147	A	0.5	a	0	Additive	1	0
chr26_6672852	26	6672852	A	5	a	0	Additive	1	0
chr26_5932657	26	5932657	A	0.5	a	0	Additive	1	0
chr26_3791907	26	3791907	A	10	a	0	Additive	1	0
chr26_9144743	26	9144743	A	0	a	7	Additive	1	0
chr26_4774175	26	4774175	A	0.5	a	0	Additive	1	0
