name	Chromosome	position	Allele1	Allele1val	Allele2	Allele2val	Mode	Freqal1pop1	Freqal1pop2
chr22_6700994	22	6700994	A	0.5	a	0	Additive	1	0
chr22_7616357	22	7616357	A	0.5	a	0	Additive	1	0
chr22_9986344	22	9986344	A	0.5	a	0	Additive	1	0
chr22_2632973	22	2632973	A	0.5	a	0	Additive	1	0
chr22_8851860	22	8851860	A	0.5	a	0	Additive	1	0
chr22_7133420	22	7133420	A	0.5	a	0	Additive	1	0
chr23_6706220	23	6706220	A	0.5	a	0	Additive	1	0
chr23_7456896	23	7456896	A	0.5	a	0	Additive	1	0
chr23_4134828	23	4134828	A	0.5	a	0	Additive	1	0
chr23_486536	23	486536	A	0.5	a	0	Additive	1	0
chr23_7646848	23	7646848	A	0.5	a	0	Additive	1	0
chr23_8480646	23	8480646	A	0.5	a	0	Additive	1	0
chr23_5321627	23	5321627	A	0.5	a	0	Additive	1	0
chr23_8703302	23	8703302	A	0.5	a	0	Additive	1	0
chr23_1237052	23	1237052	A	0.5	a	0	Additive	1	0
chr23_1002454	23	1002454	A	0.5	a	0	Additive	1	0
chr24_6869778	24	6869778	A	0.5	a	0	Additive	1	0
chr24_8705232	24	8705232	A	0.5	a	0	Additive	1	0
chr24_7706522	24	7706522	A	0.5	a	0	Additive	1	0
chr24_3212757	24	3212757	A	0.5	a	0	Additive	1	0
chr24_2294044	24	2294044	A	0.5	a	0	Additive	1	0
chr24_3760923	24	3760923	A	0.5	a	0	Additive	1	0
chr24_8037932	24	8037932	A	0.5	a	0	Additive	1	0
chr24_8223331	24	8223331	A	0.5	a	0	Additive	1	0
chr24_3883110	24	3883110	A	0.5	a	0	Additive	1	0
chr24_5307458	24	5307458	A	0.5	a	0	Additive	1	0
chr25_4558410	25	4558410	A	0.5	a	0	Additive	1	0
chr25_8508123	25	8508123	A	0.5	a	0	Additive	1	0
chr25_2175207	25	2175207	A	0.5	a	0	Additive	1	0
chr25_7709218	25	7709218	A	0.5	a	0	Additive	1	0
chr25_2756394	25	2756394	A	0.5	a	0	Additive	1	0
chr25_8953594	25	8953594	A	0.5	a	0	Additive	1	0
chr25_5236391	25	5236391	A	0.5	a	0	Additive	1	0
chr25_8291772	25	8291772	A	0.5	a	0	Additive	1	0
chr25_7354398	25	7354398	A	0.5	a	0	Additive	1	0
chr25_3151284	25	3151284	A	0.5	a	0	Additive	1	0
chr26_5483157	26	5483157	A	0.5	a	0	Additive	1	0
chr26_5803863	26	5803863	A	0.5	a	0	Additive	1	0
chr26_540416	26	540416	A	0.5	a	0	Additive	1	0
chr26_4873398	26	4873398	A	0.5	a	0	Additive	1	0
chr26_7094007	26	7094007	A	0.5	a	0	Additive	1	0
chr26_1159302	26	1159302	A	0.5	a	0	Additive	1	0
chr26_8957917	26	8957917	A	0.5	a	0	Additive	1	0
chr26_7335815	26	7335815	A	0.5	a	0	Additive	1	0
chr26_7340023	26	7340023	A	0.5	a	0	Additive	1	0
chr26_1801472	26	1801472	A	0.5	a	0	Additive	1	0
